#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 904: Columbus Basin, CO
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  K      Estimate            Estimate
#  C      Correction          A different equation has been applied to the original sensor voltage
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
#  M      Missing             Value is missing
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Columbus Basin (904) 
# Colorado  SNOTEL Site - 10780 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: May 11, 2025, 3:01:06 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
1994-11-24,9.7,11.00,34.3,8.4,21.4,0.00
1994-11-25,9.7,11.00,32.0,15.1,22.8,0.10
1994-11-26,9.7,11.10,19.6,2.5,13.5,0.10
1994-11-27,10.0,11.20,9.1,-3.1,2.1,0.00
1994-11-28,10.0,11.20,7.7,-2.0,3.6,0.20
1994-11-29,10.2,11.40,26.4,-2.4,14.7,0.30
1994-11-30,10.4,11.70,35.2,20.7,26.4,0.00
1994-12-01,10.4,11.70,36.5,15.6,22.6,0.00
1994-12-02,10.4,11.70,32.0,11.7,19.0,0.00
1994-12-03,10.4,11.70,32.7,11.1,20.1,0.10
1994-12-04,10.4,11.80,30.0,18.7,24.4,0.00
1994-12-05,10.4,11.80,26.4,20.1,24.3,1.00
1994-12-06,11.3,12.80,27.7,8.4,21.2,1.00
1994-12-07,12.5,13.80,22.1,14.2,18.1,0.40
1994-12-08,12.9,14.20,16.5,-7.2,7.0,0.00
1994-12-09,12.8,14.20,14.7,-6.7,2.5,0.00
1994-12-10,12.8,14.20,26.4,-2.6,14.5,0.10
1994-12-11,12.9,14.30,21.6,6.4,13.5,0.00
1994-12-12,12.8,14.30,28.4,10.6,19.2,0.20
1994-12-13,13.1,14.50,21.0,11.3,15.4,0.40
1994-12-14,13.5,14.90,13.1,-0.9,5.5,0.00
1994-12-15,13.5,14.90,18.9,-0.2,9.3,0.00
1994-12-16,13.6,14.90,25.5,8.4,19.8,0.20
1994-12-17,13.7,15.10,30.0,17.2,22.8,0.00
1994-12-18,13.7,15.10,29.8,15.3,21.9,0.10
1994-12-19,13.7,15.20,26.8,18.3,23.2,0.00
1994-12-20,13.7,15.20,31.1,17.1,23.9,0.00
1994-12-21,13.6,15.20,33.8,17.6,23.9,0.00
1994-12-22,13.6,15.20,30.9,17.4,24.3,0.00
1994-12-23,13.6,15.20,27.7,20.3,24.4,0.10
1994-12-24,13.7,15.30,30.0,16.9,23.4,0.10
1994-12-25,13.8,15.40,28.9,19.4,23.7,0.00
1994-12-26,13.8,15.40,26.4,12.0,16.7,0.00
1994-12-27,13.8,15.40,28.0,11.8,18.5,0.00
1994-12-28,13.8,15.40,27.9,12.9,17.4,0.00
1994-12-29,13.8,15.40,29.1,12.2,20.1,0.00
1994-12-30,13.8,15.40,24.6,6.4,17.4,0.30
1994-12-31,14.2,15.70,14.9,3.4,9.9,0.00
1995-01-01,14.2,15.70,21.7,0.0,10.9,0.00
1995-01-02,14.2,15.70,26.6,7.9,16.5,0.00
1995-01-03,14.2,15.70,24.1,6.8,13.6,0.00
1995-01-04,14.2,15.70,20.3,7.7,15.6,0.60
1995-01-05,14.7,16.30,22.5,15.6,17.6,1.50
1995-01-06,16.1,17.80,16.2,8.1,12.7,0.30
1995-01-07,16.5,18.10,26.6,8.4,19.2,0.60
1995-01-08,17.1,18.70,29.3,16.7,21.7,0.30
1995-01-09,17.4,19.00,34.7,17.8,25.5,0.10
1995-01-10,17.4,19.10,35.2,18.5,26.1,0.00
1995-01-11,17.4,19.10,24.4,17.2,21.0,0.50
1995-01-12,17.9,19.60,22.8,7.5,16.2,0.20
1995-01-13,18.2,19.80,27.7,13.6,20.5,0.10
1995-01-14,18.3,19.90,37.8,21.6,27.9,0.10
1995-01-15,18.3,20.00,28.4,16.5,23.9,0.10
1995-01-16,18.5,20.10,17.2,-0.2,9.7,0.00
1995-01-17,18.6,20.10,12.9,-7.1,2.3,0.00
1995-01-18,18.6,20.10,19.2,-5.6,8.4,0.00
1995-01-19,18.7,20.10,32.0,10.8,18.0,0.10
1995-01-20,18.7,20.20,31.5,11.5,17.4,0.00
1995-01-21,18.7,20.20,22.6,3.4,13.8,0.00
1995-01-22,18.7,20.20,26.8,-0.2,7.5,0.00
1995-01-23,18.7,20.20,29.3,3.9,13.3,0.10
1995-01-24,18.8,20.30,27.0,16.0,22.3,0.70
1995-01-25,19.4,21.00,28.2,14.0,22.6,0.80
1995-01-26,20.2,21.80,27.3,15.1,19.9,1.10
1995-01-27,21.3,22.90,21.7,3.0,14.9,0.00
1995-01-28,21.4,22.90,27.3,0.1,8.4,0.00
1995-01-29,21.4,22.90,27.3,-1.5,5.9,0.00
1995-01-30,21.4,22.90,41.5,1.6,19.6,0.10
1995-01-31,21.5,23.00,40.5,25.2,29.7,0.10
1995-02-01,21.5,23.10,49.6,20.1,30.7,0.00
1995-02-02,21.5,23.10,42.1,23.4,29.7,0.00
1995-02-03,21.5,23.10,46.0,18.3,27.3,0.00
1995-02-04,21.5,23.10,42.4,18.9,28.8,0.00
1995-02-05,21.5,23.10,41.9,20.1,28.6,0.00
1995-02-06,21.5,23.10,48.0,21.0,31.1,0.00
1995-02-07,21.5,23.10,50.5,16.9,25.0,0.00
1995-02-08,21.5,23.10,26.2,15.6,21.6,0.20
1995-02-09,21.7,23.30,36.5,12.4,18.9,0.00
1995-02-10,21.7,23.30,28.2,14.5,19.2,0.00
1995-02-11,21.8,23.30,21.2,14.4,17.1,0.50
1995-02-12,22.3,23.80,21.2,17.4,19.0,1.10
1995-02-13,23.4,24.90,25.3,13.1,21.2,1.00
1995-02-14,24.5,25.90,25.5,15.3,23.2,2.30
1995-02-15,27.9,28.20,46.8,8.8,17.8,0.60
1995-02-16,27.9,28.80,50.0,9.1,19.8,0.00
1995-02-17,27.9,28.80,46.9,6.8,19.0,0.00
1995-02-18,27.9,28.80,42.3,13.3,23.4,0.00
1995-02-19,27.9,28.80,51.8,13.5,27.5,0.00
1995-02-20,27.9,28.80,61.0,23.7,33.3,0.10
1995-02-21,27.9,28.90,58.8,22.3,32.0,0.00
1995-02-22,27.9,28.90,47.7,20.8,28.8,0.00
1995-02-23,27.9,28.90,54.9,20.1,29.5,0.00
1995-02-24,27.9,28.90,50.9,17.2,28.4,0.00
1995-02-25,27.9,28.90,36.9,16.5,26.4,0.00
1995-02-26,27.9,28.90,39.4,14.2,24.6,0.00
1995-02-27,27.9,28.90,40.3,16.7,25.3,0.00
1995-02-28,27.9,28.90,34.5,22.6,26.2,0.50
1995-03-01,28.5,29.40,30.2,21.6,23.9,1.60
1995-03-02,30.2,31.00,39.7,19.0,23.7,0.30
1995-03-03,30.7,31.30,34.7,19.8,23.7,0.60
1995-03-04,31.3,31.90,34.7,15.1,23.5,0.80
1995-03-05,32.1,32.70,24.8,19.2,23.0,1.20
1995-03-06,34.4,33.90,26.4,24.8,25.5,0.40
1995-03-07,35.3,34.30,25.5,21.9,23.5,0.00
1995-03-08,35.3,34.30,21.9,20.3,20.8,0.00
1995-03-09,35.3,34.30,21.9,19.4,20.8,0.00
1995-03-10,35.3,34.30,25.2,20.7,23.0,0.00
1995-03-11,35.3,34.30,27.9,24.3,26.2,1.10
1995-03-12,36.4,35.40,27.9,27.3,27.7,0.00
1995-03-13,36.4,35.40,27.3,26.8,27.0,0.00
1995-03-14,36.4,35.40,27.5,26.4,26.8,0.80
1995-03-15,37.2,36.20,28.8,27.3,27.9,0.00
1995-03-16,37.2,36.20,29.7,28.2,29.1,0.00
1995-03-17,37.2,36.20,30.0,29.3,29.7,0.00
1995-03-18,37.2,36.20,30.2,29.3,29.8,0.00
1995-03-19,37.2,36.20,30.2,30.0,30.0,0.00
1995-03-20,37.2,36.20,30.4,28.9,29.8,0.00
1995-03-21,37.2,36.20,30.2,30.0,30.2,0.00
1995-03-22,37.2,36.20,30.0,29.1,29.3,0.00
1995-03-23,37.2,36.20,29.1,27.9,28.6,0.00
1995-03-24,37.2,36.20,28.8,27.3,27.7,0.00
1995-03-25,37.2,36.20,27.3,25.7,26.2,0.00
1995-03-26,37.2,36.20,25.9,25.3,25.5,0.00
1995-03-27,37.2,36.20,25.7,24.6,25.0,0.00
1995-03-28,37.2,36.20,25.0,24.4,24.6,0.00
1995-03-29,37.2,36.20,24.8,24.6,24.6,0.80
1995-03-30,38.0,37.00,24.8,24.6,24.6,0.20
1995-03-31,38.2,37.20,25.2,24.8,25.0,0.10
1995-04-01,38.3,37.30,26.1,25.0,25.3,0.10
1995-04-02,38.4,37.40,26.8,26.2,26.4,0.00
1995-04-03,38.4,37.40,27.9,25.7,26.6,0.00
1995-04-04,38.4,37.40,28.4,27.5,27.9,0.00
1995-04-05,38.4,37.40,28.4,4.5,19.4,0.00
1995-04-06,38.4,37.40,5.9,5.2,5.4,0.00
1995-04-07,38.4,37.40,6.1,5.0,5.5,0.00
1995-04-08,38.4,37.40,5.5,5.0,5.2,0.00
1995-04-09,38.4,37.40,5.5,5.2,5.4,0.00
1995-04-10,38.4,37.40,5.9,3.6,5.4,0.00
1995-04-11,38.4,37.40,6.6,2.5,4.8,0.00
1995-04-12,38.4,37.40,5.9,3.9,4.8,0.00
1995-04-13,38.4,37.40,28.8,4.5,27.3,0.00
1995-04-14,38.4,37.40,29.7,27.9,28.6,0.00
1995-04-15,38.4,37.40,28.4,28.0,28.2,0.10
1995-04-16,38.5,37.50,28.8,28.0,28.4,0.00
1995-04-17,38.5,37.50,28.6,27.3,27.9,0.10
1995-04-18,38.6,37.60,27.9,27.3,27.5,0.70
1995-04-19,39.3,38.30,27.7,27.5,27.5,0.60
1995-04-20,39.9,38.90,27.7,27.1,27.3,0.50
1995-04-21,40.5,39.40,27.5,27.3,27.3,0.10
1995-04-22,40.6,39.50,27.5,27.3,27.3,0.70
1995-04-23,41.3,40.20,27.5,27.3,27.3,0.10
1995-04-24,41.4,40.30,27.9,27.3,27.5,0.00
1995-04-25,41.4,40.30,28.2,27.9,27.9,0.00
1995-04-26,41.4,40.30,28.2,28.0,28.0,0.00
1995-04-27,41.4,40.30,28.2,28.0,28.2,0.00
1995-04-28,41.4,40.30,28.4,28.2,28.2,0.00
1995-04-29,41.4,40.30,28.6,28.4,28.4,0.20
1995-04-30,41.6,40.50,28.6,28.4,28.4,0.00
1995-05-01,41.6,40.50,28.6,28.4,28.4,0.00
1995-05-02,41.6,40.50,28.6,28.4,28.4,0.10
1995-05-03,41.7,40.60,28.6,28.4,28.4,0.60
1995-05-04,42.3,41.20,28.6,28.4,28.4,0.10
1995-05-05,42.4,41.30,28.6,28.4,28.4,0.80
1995-05-06,43.2,42.10,28.4,28.4,28.4,0.20
1995-05-07,43.3,42.30,28.4,28.4,28.4,1.00
1995-05-08,43.3,43.30,28.4,28.4,28.4,0.20
1995-05-09,36.4,43.50,28.4,,16.0,0.00
1995-05-10,36.4,43.50,28.4,28.4,28.4,0.00
1995-05-11,36.4,43.50,28.4,28.4,28.4,0.00
1995-05-12,36.4,43.50,28.8,28.4,28.4,0.30
1995-05-13,36.4,43.80,28.8,28.6,28.6,0.30
1995-05-14,36.4,44.10,28.8,28.6,28.6,0.00
1995-05-15,36.4,44.10,31.6,28.6,29.3,0.00
1995-05-16,36.4,44.10,30.6,28.8,28.9,0.50
1995-05-17,36.4,44.60,31.5,28.8,29.5,0.20
1995-05-18,36.4,44.80,32.4,31.3,31.6,0.00
1995-05-19,36.4,44.80,33.3,32.4,32.7,0.10
1995-05-20,36.4,44.90,34.0,33.1,33.4,0.20
1995-05-21,36.4,45.10,34.9,34.0,34.2,0.90
1995-05-22,36.4,46.00,35.6,34.9,35.2,1.10
1995-05-23,36.4,47.10,36.0,35.2,35.6,0.40
1995-05-24,36.4,47.50,35.8,35.4,35.6,0.20
1995-05-25,36.2,47.70,35.6,35.4,35.6,0.00
1995-05-26,36.2,47.70,35.8,34.7,35.2,0.10
1995-05-27,35.8,47.80,34.9,34.3,34.7,0.00
1995-05-28,35.2,47.80,35.6,34.9,35.1,0.40
1995-05-29,35.5,48.20,35.8,35.6,35.6,0.60
1995-05-30,36.1,48.80,36.0,35.6,35.8,0.20
1995-05-31,36.3,49.00,35.6,35.2,35.4,0.00
1995-06-01,36.3,49.00,35.4,35.2,35.2,0.00
1995-06-02,35.2,49.00,35.2,35.2,35.2,0.00
1995-06-03,34.5,49.00,35.4,35.2,35.2,0.20
1995-06-04,34.0,49.20,35.2,35.2,35.2,0.10
1995-06-05,33.6,49.30,35.2,35.1,35.1,0.00
1995-06-06,32.8,49.30,35.8,34.3,35.1,0.10
1995-06-07,31.8,49.40,,,,0.00
1995-06-08,31.3,49.40,,,,0.00
1995-06-09,30.7,49.40,,,,0.00
1995-06-10,30.1,49.40,,,,0.00
1995-06-11,29.1,49.40,,,,0.00
1995-06-12,27.9,49.40,,,,0.00
1995-06-13,26.5,49.40,,,,0.00
1995-06-14,24.8,49.40,,,,0.00
1995-06-15,23.4,49.40,,,,0.10
1995-06-16,22.2,49.50,,,,0.00
1995-06-17,21.6,49.50,,,,1.10
1995-06-18,22.1,50.60,,,,0.10
1995-06-19,20.5,50.70,,,,0.00
1995-06-20,18.4,50.70,,,,0.00
1995-06-21,16.3,50.70,,,,0.00
1995-06-22,14.9,50.70,,,,0.00
1995-06-23,13.1,50.70,,,,0.00
1995-06-24,11.4,50.70,,,,0.00
1995-06-25,9.9,50.70,,,,0.00
1995-06-26,8.2,50.70,,,,0.00
1995-06-27,6.8,50.70,,,,0.00
1995-06-28,6.2,50.70,,,,0.10
1995-06-29,4.9,50.80,,,,0.10
1995-06-30,3.4,50.90,,,,0.50
1995-07-01,1.9,51.40,,,,0.10
1995-07-02,0.7,51.50,,,,0.00
1995-07-03,0.0,51.50,,,,0.40
1995-07-04,0.0,51.90,,,,0.00
1995-07-05,0.0,51.90,,,,0.10
1995-07-06,0.0,52.00,,,,0.00
1995-07-07,0.0,52.00,,,,0.00
1995-07-08,0.0,52.00,,,,0.00
1995-07-09,0.0,52.00,,,,0.00
1995-07-10,0.0,52.00,,,,0.00
1995-07-11,0.0,52.00,,,,0.00
1995-07-12,0.0,52.00,,,,0.00
1995-07-13,0.0,52.00,,,,0.20
1995-07-14,0.0,52.20,,,,0.10
1995-07-15,0.0,52.30,,,,0.10
1995-07-16,0.0,52.40,,,,0.10
1995-07-17,0.0,52.50,,,,0.20
1995-07-18,0.0,52.70,,,,0.10
1995-07-19,0.0,52.80,,,,0.00
1995-07-20,0.0,52.80,,,,0.00
1995-07-21,0.0,52.80,,,,0.00
1995-07-22,0.0,52.80,,,,0.00
1995-07-23,0.0,52.80,,,,0.00
1995-07-24,0.0,52.80,,,,0.00
1995-07-25,0.0,52.80,,,,0.00
1995-07-26,0.0,52.80,,,,0.00
1995-07-27,0.0,52.80,,,,0.00
1995-07-28,0.0,52.80,,,,0.00
1995-07-29,0.0,52.80,,,,0.00
1995-07-30,0.0,52.80,,,,0.00
1995-07-31,0.0,52.80,,,,0.00
1995-08-01,0.0,52.80,,,,0.00
1995-08-02,0.0,52.80,,,,0.00
1995-08-03,0.0,52.80,,,,0.00
1995-08-04,0.0,52.80,,,,0.00
1995-08-05,0.0,52.80,,,,0.00
1995-08-06,0.0,52.80,,,,0.00
1995-08-07,0.0,52.80,,,,0.00
1995-08-08,0.0,52.80,61.9,49.6,54.0,0.00
1995-08-09,0.0,52.80,65.3,47.7,54.9,0.10
1995-08-10,0.0,52.90,71.2,48.0,56.8,0.00
1995-08-11,0.0,52.90,69.3,45.3,56.3,0.00
1995-08-12,0.0,52.90,66.6,44.8,52.2,0.30
1995-08-13,0.0,53.20,67.3,45.9,53.6,0.00
1995-08-14,0.0,53.20,61.9,41.2,49.8,0.00
1995-08-15,0.0,53.20,69.1,39.7,51.6,0.00
1995-08-16,0.0,53.20,59.7,44.4,51.4,0.10
1995-08-17,0.0,53.30,66.9,42.4,50.7,0.00
1995-08-18,0.0,53.30,70.7,41.7,55.2,0.10
1995-08-19,0.0,53.40,64.2,44.4,49.6,0.60
1995-08-20,0.0,54.00,63.7,43.3,48.7,0.50
1995-08-21,0.0,54.50,60.1,41.4,49.8,0.30
1995-08-22,0.0,54.80,65.3,41.4,50.2,0.70
1995-08-23,0.0,55.50,56.1,40.3,48.0,0.00
1995-08-24,0.0,55.50,60.4,45.0,,0.50
1995-08-25,0.0,56.00,60.3,40.1,46.0,0.20
1995-08-26,0.0,56.20,65.3,40.1,49.3,1.20
1995-08-27,0.0,57.40,62.2,42.3,47.8,0.40
1995-08-28,0.0,57.80,57.9,40.8,48.0,0.10
1995-08-29,0.0,57.90,66.0,41.5,50.7,0.00
1995-08-30,0.0,57.90,68.4,44.4,53.8,0.00
1995-08-31,0.0,57.90,73.2,43.9,54.9,0.00
1995-09-01,0.0,57.90,70.2,45.1,55.0,0.00
1995-09-02,0.0,57.90,71.6,43.9,53.4,0.00
1995-09-03,0.0,57.90,71.1,45.0,55.2,0.00
1995-09-04,0.0,57.90,70.7,44.1,54.7,0.00
1995-09-05,0.0,57.90,68.0,44.2,53.4,0.00
1995-09-06,0.0,57.90,66.6,43.5,52.0,0.00
1995-09-07,0.0,57.90,53.4,40.3,45.1,0.00
1995-09-08,0.0,57.90,46.6,36.1,40.1,1.40
1995-09-09,0.0,59.30,58.6,34.3,42.6,0.10
1995-09-10,0.0,59.40,56.1,36.1,43.2,0.00
1995-09-11,0.0,59.40,57.9,35.2,44.8,0.00
1995-09-12,0.0,59.40,62.1,36.7,46.0,0.00
1995-09-13,0.0,59.40,61.5,35.8,45.0,0.00
1995-09-14,0.0,59.40,57.0,35.4,41.9,0.00
1995-09-15,0.0,59.40,60.1,33.1,44.1,0.00
1995-09-16,0.0,59.40,63.9,37.2,46.2,0.00
1995-09-17,0.0,59.40,60.1,36.1,44.4,0.00
1995-09-18,0.0,59.40,54.5,33.4,42.8,0.00
1995-09-19,0.0,59.40,57.0,31.1,42.8,0.00
1995-09-20,0.0,59.40,54.1,37.2,45.1,0.00
1995-09-21,0.0,59.40,51.8,26.4,36.5,0.00
1995-09-22,0.0,59.40,50.9,25.3,36.5,0.00
1995-09-23,0.0,59.40,52.5,32.4,41.0,0.00
1995-09-24,0.0,59.40,45.9,30.6,36.3,0.00
1995-09-25,0.0,59.40,53.8,24.8,37.2,0.00
1995-09-26,0.0,59.40,47.3,31.1,38.8,0.40
1995-09-27,0.0,59.80,52.3,38.1,43.5,0.00
1995-09-28,0.0,59.80,43.2,32.4,37.9,1.00
1995-09-29,0.0,60.80,40.5,,32.9,0.60
1995-09-30,0.0,61.40,48.0,24.6,33.1,0.00
1995-10-01,0.0,0.00,50.5,25.3,34.0,0.10
1995-10-02,0.0,0.10,52.9,25.0,36.9,0.00
