#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1187: High Lonesome, CO
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  K      Estimate            Estimate
#  C      Correction          A different equation has been applied to the original sensor voltage
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
#  M      Missing             Value is missing
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# High Lonesome (1187) 
# Colorado  SNOTEL Site - 10630 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: May 11, 2025, 3:01:51 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
2014-01-09,8.3,9.3,,,,0.2
2014-01-10,8.5,9.5,,,,0.3
2014-01-11,8.9,9.8,,,,0.2
2014-01-12,9.1,10.0,,,,0.2
2014-01-13,9.4,10.2,,,,0.3
2014-01-14,9.8,10.5,,,,0.6
2014-01-15,10.4,11.1,,,,0.0
2014-01-16,10.4,11.1,,,,0.0
2014-01-17,10.4,11.1,,,,0.0
2014-01-18,10.4,11.1,,,,0.0
2014-01-19,10.4,11.1,,,,0.0
2014-01-20,10.4,11.1,,,,0.0
2014-01-21,10.3,11.1,,,,0.0
2014-01-22,10.3,11.1,,,,0.0
2014-01-23,10.3,11.1,,,,0.0
2014-01-24,10.3,11.1,,,,0.1
2014-01-25,10.3,11.2,,,,0.0
2014-01-26,10.3,11.2,,,,0.0
2014-01-27,10.4,11.2,,,,0.2
2014-01-28,10.6,11.4,,,,0.0
2014-01-29,10.6,11.4,,,,0.4
2014-01-30,11.0,11.8,,,,1.0
2014-01-31,12.1,12.8,,,,0.5
2014-02-01,12.5,13.3,,,,0.0
2014-02-02,12.6,13.3,,,,0.0
2014-02-03,12.6,13.3,,,,0.1
2014-02-04,12.7,13.4,,,,0.0
2014-02-05,12.8,13.4,,,,0.1
2014-02-06,12.9,13.5,,,,0.3
2014-02-07,13.3,13.8,,,,0.4
2014-02-08,13.6,14.2,,,,0.8
2014-02-09,14.9,15.0,,,,0.3
2014-02-10,15.9,15.3,,,,0.1
2014-02-11,16.1,15.4,,,,0.1
2014-02-12,16.1,15.5,,,,0.2
2014-02-13,16.3,15.7,,,,0.6
2014-02-14,17.1,16.3,,,,0.2
2014-02-15,17.3,16.5,,,,0.2
2014-02-16,17.4,16.7,,,,0.1
2014-02-17,17.5,16.8,,,,0.1
2014-02-18,17.6,16.9,,,,0.0
2014-02-19,17.6,16.9,,,,0.6
2014-02-20,18.2,17.5,,,,0.1
2014-02-21,18.3,17.6,,,,0.2
2014-02-22,18.5,17.8,,,,0.5
2014-02-23,19.0,18.3,,,,0.2
2014-02-24,19.2,18.5,,,,0.0
2014-02-25,19.2,18.5,,,,0.0
2014-02-26,19.2,18.5,,,,0.0
2014-02-27,19.2,18.5,,,,0.2
2014-02-28,19.4,18.7,,,,0.3
2014-03-01,19.7,19.0,,,,0.3
2014-03-02,20.0,19.3,,,,0.1
2014-03-03,20.1,19.4,,,,0.1
2014-03-04,20.2,19.5,,,,0.2
2014-03-05,20.4,19.7,,,,0.1
2014-03-06,20.5,19.8,,,,0.0
2014-03-07,20.5,19.8,,,,1.2
2014-03-08,21.7,21.0,,,,0.0
2014-03-09,21.7,21.0,,,,0.0
2014-03-10,21.7,21.0,,,,0.0
2014-03-11,21.7,21.0,,,,0.2
2014-03-12,21.9,21.2,,,,0.1
2014-03-13,22.0,21.3,,,,0.0
2014-03-14,22.0,21.3,,,,0.0
2014-03-15,22.0,21.3,,,,0.2
2014-03-16,22.2,21.5,,,,0.1
2014-03-17,22.3,21.6,,,,0.1
2014-03-18,22.4,21.7,,,,0.0
2014-03-19,22.7,21.7,,,,0.1
2014-03-20,22.8,21.8,,,,0.1
2014-03-21,22.9,21.9,,,,0.0
2014-03-22,22.9,21.9,,,,0.6
2014-03-23,23.5,22.5,,,,0.1
2014-03-24,23.6,22.6,,,,0.0
2014-03-25,23.6,22.6,,,,0.1
2014-03-26,23.7,22.7,,,,0.1
2014-03-27,23.8,22.8,,,,0.3
2014-03-28,24.1,23.1,,,,0.1
2014-03-29,24.2,23.2,,,,0.1
2014-03-30,24.3,23.3,,,,0.3
2014-03-31,24.6,23.6,,,,0.2
2014-04-01,24.8,23.8,,,,0.0
2014-04-02,24.8,23.8,,,,0.4
2014-04-03,25.2,24.2,,,,0.2
2014-04-04,25.4,24.4,,,,0.0
2014-04-05,25.4,24.4,,,,0.0
2014-04-06,25.5,24.4,,,,0.0
2014-04-07,25.6,24.4,,,,0.0
2014-04-08,25.7,24.4,,,,0.0
2014-04-09,25.7,24.4,,,,0.0
2014-04-10,25.7,24.4,,,,0.0
2014-04-11,25.6,24.4,,,,0.1
2014-04-12,25.5,24.5,,,,0.0
2014-04-13,25.3,24.5,,,,0.5
2014-04-14,25.8,25.0,,,,0.1
2014-04-15,25.9,25.1,,,,0.0
2014-04-16,25.7,25.1,,,,0.0
2014-04-17,25.6,25.1,,,,0.0
2014-04-18,25.3,25.1,,,,0.1
2014-04-19,25.1,25.2,,,,0.1
2014-04-20,25.1,25.3,,,,0.0
2014-04-21,25.0,25.3,,,,0.0
2014-04-22,24.7,25.3,,,,0.0
2014-04-23,24.3,25.3,,,,0.0
2014-04-24,24.1,25.3,,,,0.0
2014-04-25,24.0,25.3,,,,0.1
2014-04-26,23.6,25.4,,,,0.2
2014-04-27,23.3,25.6,,,,0.5
2014-04-28,23.7,26.1,,,,0.0
2014-04-29,23.8,26.1,,,,0.5
2014-04-30,24.2,26.6,,,,0.1
2014-05-01,24.3,26.7,,,,0.0
2014-05-02,24.3,26.7,,,,0.0
2014-05-03,24.3,26.7,,,,0.0
2014-05-04,24.3,26.7,,,,0.0
2014-05-05,24.1,26.7,,,,0.0
2014-05-06,23.9,26.7,,,,0.0
2014-05-07,23.5,26.7,,,,0.0
2014-05-08,23.3,26.7,,,,0.2
2014-05-09,23.4,26.9,,,,0.5
2014-05-10,24.0,27.4,,,,0.3
2014-05-11,24.3,27.7,,,,0.0
2014-05-12,24.3,27.7,,,,0.0
2014-05-13,24.3,27.7,,,,0.1
2014-05-14,24.4,27.8,,,,0.1
2014-05-15,24.4,27.9,,,,0.2
2014-05-16,24.6,28.1,,,,0.2
2014-05-17,24.8,28.3,,,,0.0
2014-05-18,24.8,28.3,,,,0.0
2014-05-19,24.4,28.3,,,,0.0
2014-05-20,23.7,28.3,,,,0.0
2014-05-21,22.9,28.3,,,,0.0
2014-05-22,21.8,28.3,,,,0.0
2014-05-23,21.3,28.3,,,,0.2
2014-05-24,20.5,28.5,,,,0.7
2014-05-25,20.4,29.2,,,,0.3
2014-05-26,20.5,29.5,,,,0.0
2014-05-27,20.1,29.5,,,,0.0
2014-05-28,19.3,29.5,,,,0.0
2014-05-29,18.3,29.5,,,,0.0
2014-05-30,17.3,29.5,,,,0.6
2014-05-31,16.7,30.1,,,,0.1
2014-06-01,15.8,30.2,,,,0.0
2014-06-02,15.2,30.2,,,,0.0
2014-06-03,14.5,30.2,,,,0.0
2014-06-04,13.5,30.2,,,,0.0
2014-06-05,12.6,30.2,,,,0.0
2014-06-06,11.6,30.2,,,,0.0
2014-06-07,10.9,30.2,,,,0.0
2014-06-08,9.8,30.2,,,,0.2
2014-06-09,9.7,30.4,,,,0.0
2014-06-10,9.2,30.4,,,,0.0
2014-06-11,8.1,30.4,,,,0.0
2014-06-12,7.1,30.4,,,,0.0
2014-06-13,5.9,30.4,,,,0.0
2014-06-14,4.4,30.4,,,,0.0
2014-06-15,3.4,30.4,,,,0.0
2014-06-16,3.0,30.4,,,,0.0
2014-06-17,1.8,30.4,,,,0.0
2014-06-18,0.8,30.4,,,,0.0
2014-06-19,0.3,30.4,,,,0.0
2014-06-20,0.1,30.4,,,,0.0
2014-06-21,0.0,30.4,,,,0.0
2014-06-22,0.0,30.4,,,,0.0
2014-06-23,0.0,30.4,,,,0.0
2014-06-24,0.0,30.4,,,,0.0
2014-06-25,0.0,30.4,,,,0.0
2014-06-26,0.0,30.4,,,,0.0
2014-06-27,0.0,30.4,,,,0.1
2014-06-28,0.0,30.5,,,,0.0
2014-06-29,0.0,30.5,,,,0.0
2014-06-30,0.0,30.5,,,,0.0
2014-07-01,0.0,30.5,,,,0.0
2014-07-02,0.0,30.5,,,,0.0
2014-07-03,0.0,30.5,,,,0.0
2014-07-04,0.0,30.5,,,,0.0
2014-07-05,0.0,30.5,,,,0.0
2014-07-06,0.0,30.5,,,,0.0
2014-07-07,0.0,30.5,,,,0.0
2014-07-08,0.0,30.5,,,,0.1
2014-07-09,0.0,30.6,,,,0.1
2014-07-10,0.0,30.7,,,,0.0
2014-07-11,0.0,30.7,,,,0.1
2014-07-12,0.0,30.8,,,,0.0
2014-07-13,0.0,30.8,,,,0.0
2014-07-14,0.0,30.8,,,,0.1
2014-07-15,0.0,30.9,,,,0.3
2014-07-16,0.0,31.2,,,,0.2
2014-07-17,0.0,31.4,,,,0.0
2014-07-18,0.0,31.4,,,,0.0
2014-07-19,0.0,31.4,,,,0.0
2014-07-20,0.0,31.4,,,,0.0
2014-07-21,0.0,31.4,,,,0.0
2014-07-22,0.0,31.4,,,,0.0
2014-07-23,0.0,31.4,,,,0.0
2014-07-24,0.0,31.4,,,,0.0
2014-07-25,0.0,31.4,,,,0.0
2014-07-26,0.0,31.4,,,,0.0
2014-07-27,0.0,31.4,,,,0.0
2014-07-28,0.0,31.4,,,,0.0
2014-07-29,0.0,31.4,,,,0.8
2014-07-30,0.0,32.2,,,,0.5
2014-07-31,0.0,32.7,,,,0.2
2014-08-01,0.0,32.9,,,,0.0
2014-08-02,0.0,32.9,,,,0.0
2014-08-03,0.0,32.9,,,,0.0
2014-08-04,0.0,32.9,,,,0.1
2014-08-05,0.0,33.0,,,,0.0
2014-08-06,0.0,33.0,,,,0.0
2014-08-07,0.0,33.0,,,,0.0
2014-08-08,0.0,33.0,,,,0.0
2014-08-09,0.0,33.0,,,,0.0
2014-08-10,0.0,33.0,,,,0.0
2014-08-11,0.0,33.0,,,,0.0
2014-08-12,0.0,33.0,,,,0.0
2014-08-13,0.0,33.0,,,,0.0
2014-08-14,0.0,33.0,,,,0.1
2014-08-15,0.0,33.1,,,,0.0
2014-08-16,0.0,33.1,,,,0.0
2014-08-17,0.0,33.1,,,,0.0
2014-08-18,0.0,33.1,68.0,50.9,57.6,0.2
2014-08-19,0.0,33.3,63.3,43.7,51.3,0.6
2014-08-20,0.0,33.9,59.2,41.4,48.2,0.0
2014-08-21,0.0,33.9,63.0,38.3,49.6,0.1
2014-08-22,0.0,34.0,54.9,40.5,47.5,0.2
2014-08-23,0.0,34.2,50.9,32.4,40.8,0.0
2014-08-24,0.0,34.2,57.7,32.4,45.3,0.0
2014-08-25,0.0,34.2,59.2,36.5,47.8,0.1
2014-08-26,0.0,34.3,61.7,42.1,48.0,0.3
2014-08-27,0.0,34.6,52.2,36.5,42.1,0.2
2014-08-28,0.0,34.8,43.7,37.8,39.6,0.4
2014-08-29,0.0,35.2,54.7,39.0,44.2,0.0
2014-08-30,0.0,35.2,62.6,40.1,48.6,0.0
2014-08-31,0.0,35.2,54.3,38.1,44.6,0.0
2014-09-01,0.0,35.2,58.3,32.5,45.0,0.0
2014-09-02,0.0,35.2,64.8,40.1,51.8,0.0
2014-09-03,0.0,35.2,68.9,44.6,55.9,0.0
2014-09-04,0.0,35.2,64.4,38.3,49.8,0.2
2014-09-05,0.0,35.4,60.6,37.4,46.0,0.0
2014-09-06,0.0,35.4,61.3,39.9,49.5,0.0
2014-09-07,0.0,35.4,59.4,40.3,47.3,0.1
2014-09-08,0.0,35.5,57.6,39.9,45.5,0.0
2014-09-09,0.0,35.5,47.7,37.2,42.4,0.6
2014-09-10,0.0,36.1,51.8,33.4,40.8,0.2
2014-09-11,0.0,36.3,55.9,34.2,43.9,0.0
2014-09-12,0.0,36.3,52.2,27.7,39.0,0.0
2014-09-13,0.0,36.3,57.6,30.7,43.9,0.0
2014-09-14,0.0,36.3,60.6,36.5,47.1,0.0
2014-09-15,0.0,36.3,64.0,41.7,50.4,0.0
2014-09-16,0.0,36.3,64.2,38.5,51.6,0.0
2014-09-17,0.0,36.3,65.1,43.9,53.4,0.0
2014-09-18,0.0,36.3,65.1,48.0,55.4,0.0
2014-09-19,0.0,36.3,66.4,47.1,55.2,0.0
2014-09-20,0.0,36.3,64.9,43.5,51.8,0.0
2014-09-21,0.0,36.3,59.7,41.9,47.1,0.3
2014-09-22,0.0,36.6,53.1,39.2,43.5,0.3
2014-09-23,0.0,36.9,49.5,39.2,43.5,0.0
2014-09-24,0.0,36.9,60.6,41.2,50.2,0.0
2014-09-25,0.0,36.9,66.0,47.5,55.0,0.0
2014-09-26,0.0,36.9,66.2,47.7,55.4,0.0
2014-09-27,0.0,36.9,66.2,46.4,54.1,0.0
2014-09-28,0.0,36.9,59.7,38.1,45.7,0.2
2014-09-29,0.0,37.1,50.0,28.4,35.2,1.3
2014-09-30,0.8,38.4,35.2,28.8,30.7,0.2
2014-10-01,0.7,0.0,38.5,24.1,30.0,0.3
2014-10-02,0.9,0.3,31.8,21.7,26.4,0.0
2014-10-03,0.9,0.3,38.8,24.1,29.8,0.1
2014-10-04,0.7,0.4,45.0,24.8,34.3,0.0
2014-10-05,0.7,0.4,46.4,27.3,36.0,0.0
2014-10-06,0.6,0.4,50.9,32.4,39.2,0.0
2014-10-07,0.3,0.4,53.2,32.5,42.6,0.0
2014-10-08,0.1,0.4,55.2,39.2,45.3,0.0
2014-10-09,0.0,0.4,42.6,32.0,37.0,0.0
2014-10-10,0.0,0.4,45.9,30.2,36.3,0.0
2014-10-11,0.0,0.4,47.7,31.3,37.0,0.0
2014-10-12,0.0,0.4,34.9,21.6,27.5,0.4
2014-10-13,0.2,0.8,30.2,20.7,24.4,0.0
2014-10-14,0.2,0.8,49.8,23.0,37.4,0.0
2014-10-15,0.1,0.8,59.2,36.9,46.6,0.0
2014-10-16,0.0,0.8,53.2,32.5,41.2,0.0
2014-10-17,0.0,0.8,52.2,31.6,41.2,0.1
2014-10-18,0.0,0.9,53.2,34.7,41.7,0.0
2014-10-19,0.0,0.9,51.3,34.9,41.2,0.0
2014-10-20,0.0,0.9,54.1,36.7,43.0,0.0
2014-10-21,0.0,0.9,48.4,32.4,39.2,0.0
2014-10-22,0.0,0.9,38.8,29.1,32.0,0.2
2014-10-23,0.0,1.1,46.2,27.9,36.1,0.0
2014-10-24,0.0,1.1,54.9,31.6,41.4,0.0
2014-10-25,0.0,1.1,57.2,36.0,44.8,0.0
2014-10-26,0.0,1.1,50.9,28.4,40.5,0.3
2014-10-27,0.2,1.4,28.4,11.5,19.0,0.3
2014-10-28,0.5,1.7,32.7,14.0,23.2,0.1
2014-10-29,0.6,1.8,40.3,22.3,30.6,0.0
2014-10-30,0.6,1.8,43.5,24.8,34.2,0.0
2014-10-31,0.6,1.8,49.6,32.7,39.0,0.0
2014-11-01,0.6,1.8,50.2,32.0,40.6,0.0
2014-11-02,0.6,1.8,43.0,25.3,32.4,0.0
2014-11-03,0.6,1.8,25.9,16.7,20.8,0.3
2014-11-04,0.8,2.1,30.9,16.2,21.4,0.0
2014-11-05,0.9,2.1,38.3,19.4,27.7,0.0
2014-11-06,0.9,2.1,46.8,25.2,35.1,0.0
2014-11-07,0.9,2.1,42.8,25.5,32.2,0.0
2014-11-08,0.9,2.1,41.0,23.7,30.9,0.0
2014-11-09,0.9,2.1,43.9,25.0,33.3,0.0
2014-11-10,0.9,2.1,34.0,11.5,21.9,0.3
2014-11-11,1.1,2.4,20.7,7.3,13.6,0.1
2014-11-12,1.1,2.5,10.4,0.9,5.9,0.3
2014-11-13,1.3,2.8,18.9,-0.8,12.2,0.3
2014-11-14,1.8,3.1,26.2,18.7,21.0,0.1
2014-11-15,1.9,3.2,20.8,0.1,12.6,0.7
2014-11-16,2.5,3.9,6.1,-9.2,-1.3,0.0
2014-11-17,2.5,3.9,10.9,-0.9,3.4,0.0
2014-11-18,2.5,3.9,18.0,1.6,11.3,0.0
2014-11-19,2.5,3.9,24.6,10.4,17.2,0.0
2014-11-20,2.5,3.9,30.7,14.2,21.4,0.0
2014-11-21,2.6,3.9,27.9,15.4,20.7,0.1
2014-11-22,2.6,4.0,32.5,14.5,22.5,0.3
2014-11-23,2.9,4.3,19.6,5.0,10.9,0.4
2014-11-24,3.3,4.7,12.7,3.6,7.2,0.3
2014-11-25,3.6,5.0,20.3,4.6,11.7,0.5
2014-11-26,4.1,5.5,25.3,18.7,23.2,0.2
2014-11-27,4.4,5.7,31.6,16.7,23.7,0.0
2014-11-28,4.4,5.7,37.4,22.1,28.4,0.0
2014-11-29,4.4,5.7,36.1,21.2,27.7,0.0
2014-11-30,4.4,5.7,32.4,22.6,27.1,0.0
2014-12-01,4.4,5.7,27.7,21.0,23.7,0.0
2014-12-02,4.4,5.7,36.1,19.6,25.3,0.0
2014-12-03,4.4,5.7,34.3,22.6,27.1,0.0
2014-12-04,4.4,5.7,32.4,24.3,27.1,0.0
2014-12-05,4.4,5.7,30.0,21.0,24.4,0.0
2014-12-06,4.4,5.7,35.8,23.9,27.7,0.0
2014-12-07,4.4,5.7,29.1,19.8,23.9,0.0
