#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 1251: Sawtooth, CO
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  K      Estimate            Estimate
#  C      Correction          A different equation has been applied to the original sensor voltage
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
#  M      Missing             Value is missing
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Sawtooth (1251) 
# Colorado  SNOTEL Site - 9640 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: May 11, 2025, 3:04:07 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
2014-11-11,0.7,4.00,9.0,-9.6,0.0,0.10
2014-11-12,0.7,4.10,5.2,-13.2,-9.2,0.30
2014-11-13,1.1,4.40,22.6,5.0,15.8,0.50
2014-11-14,1.6,4.90,26.2,22.3,24.1,0.40
2014-11-15,1.8,5.30,24.8,3.7,16.3,0.70
2014-11-16,2.3,6.00,9.0,0.7,4.5,0.10
2014-11-17,2.5,6.10,12.4,4.1,8.2,0.00
2014-11-18,2.6,6.10,20.5,10.0,16.0,0.10
2014-11-19,2.6,6.20,27.3,17.4,22.5,0.00
2014-11-20,2.6,6.20,34.2,22.5,27.5,0.00
2014-11-21,2.6,6.20,31.5,18.7,26.2,0.00
2014-11-22,2.6,6.20,33.1,23.5,27.3,0.20
2014-11-23,2.8,6.40,23.4,9.0,15.3,0.50
2014-11-24,3.1,6.90,16.5,9.0,11.5,0.60
2014-11-25,3.6,7.50,23.4,9.1,15.1,1.10
2014-11-26,4.8,8.60,27.9,23.4,26.4,1.00
2014-11-27,5.7,9.60,31.8,24.4,27.7,0.00
2014-11-28,5.7,9.60,39.0,27.0,32.7,0.00
2014-11-29,5.7,9.60,37.8,28.8,32.9,0.00
2014-11-30,5.7,9.60,34.9,11.8,28.8,0.10
2014-12-01,5.6,9.70,28.8,11.5,25.2,0.10
2014-12-02,5.7,9.80,34.5,26.8,30.0,0.00
2014-12-03,5.7,9.80,38.7,26.2,31.6,0.00
2014-12-04,5.7,9.80,36.7,29.8,32.5,0.00
2014-12-05,5.7,9.80,34.9,23.0,29.7,0.10
2014-12-06,5.7,9.90,38.5,20.7,30.2,0.00
2014-12-07,5.7,9.90,32.5,26.4,29.5,0.00
2014-12-08,5.7,9.90,39.2,25.7,31.6,0.00
2014-12-09,5.7,9.90,39.4,23.7,33.4,0.00
2014-12-10,5.7,9.90,41.0,25.0,32.4,0.00
2014-12-11,5.6,9.90,41.7,29.5,34.9,0.00
2014-12-12,5.6,9.90,46.2,29.5,37.2,0.00
2014-12-13,5.6,9.90,41.7,24.1,33.4,0.00
2014-12-14,5.6,9.90,27.5,16.7,23.0,0.50
2014-12-15,6.0,10.40,16.7,13.1,14.7,0.20
2014-12-16,6.1,10.60,32.0,14.4,24.1,0.10
2014-12-17,6.3,10.70,29.5,16.9,24.1,0.10
2014-12-18,6.3,10.80,24.6,16.2,19.9,0.00
2014-12-19,6.3,10.80,19.2,14.7,17.2,0.00
2014-12-20,6.3,10.80,24.3,18.3,21.2,0.10
2014-12-21,6.4,10.90,26.8,20.1,22.6,1.30
2014-12-22,7.7,12.20,20.8,9.1,15.4,0.30
2014-12-23,7.8,12.50,13.6,6.4,9.1,0.30
2014-12-24,8.0,12.80,21.2,6.4,15.1,0.10
2014-12-25,8.1,12.90,25.5,5.5,18.3,0.40
2014-12-26,8.6,13.30,7.9,-1.7,3.6,0.20
2014-12-27,8.7,13.50,6.1,2.3,4.3,0.00
2014-12-28,8.8,13.50,11.8,5.0,9.0,0.40
2014-12-29,9.1,13.90,7.9,-11.4,-0.4,0.10
2014-12-30,9.2,14.00,-3.1,-14.3,-9.6,0.00
2014-12-31,9.2,14.00,12.0,-3.1,4.5,0.10
2015-01-01,9.3,14.10,18.7,1.6,8.8,0.00
2015-01-02,9.3,14.10,18.3,9.5,14.5,0.00
2015-01-03,9.3,14.10,21.2,8.4,14.4,0.10
2015-01-04,9.4,14.20,19.0,9.0,14.2,0.20
2015-01-05,9.7,14.40,30.4,18.9,25.7,0.20
2015-01-06,9.9,14.60,34.2,29.5,30.9,0.00
2015-01-07,9.9,14.60,36.5,29.1,31.8,0.00
2015-01-08,9.9,14.60,37.0,10.6,28.2,0.00
2015-01-09,9.9,14.60,33.3,10.0,24.3,0.00
2015-01-10,10.0,14.60,33.8,26.2,28.8,0.00
2015-01-11,10.0,14.60,30.2,21.9,26.4,0.10
2015-01-12,10.1,14.70,29.5,15.6,22.5,0.00
2015-01-13,10.1,14.70,27.5,9.9,21.0,0.10
2015-01-14,10.1,14.80,28.8,8.2,21.0,0.00
2015-01-15,10.1,14.80,32.5,20.3,27.0,0.00
2015-01-16,10.2,14.80,32.7,23.0,28.8,0.00
2015-01-17,10.2,14.80,26.2,17.1,20.3,0.10
2015-01-18,10.3,14.90,34.5,23.2,28.2,0.00
2015-01-19,10.3,14.90,30.2,23.2,27.5,0.40
2015-01-20,10.6,15.30,23.2,9.3,16.0,0.10
2015-01-21,10.7,15.40,13.1,-3.5,8.1,0.30
2015-01-22,10.9,15.70,17.8,-2.9,9.0,0.00
2015-01-23,11.0,15.70,25.7,15.1,20.7,0.00
2015-01-24,11.1,15.70,25.2,18.0,22.3,0.00
2015-01-25,11.1,15.70,32.4,23.4,27.9,0.00
2015-01-26,11.1,15.70,45.7,29.8,35.8,0.00
2015-01-27,11.2,15.70,48.6,30.6,38.5,0.00
2015-01-28,11.2,15.70,32.2,25.2,28.8,0.10
2015-01-29,11.2,15.80,31.3,18.7,24.3,0.00
2015-01-30,11.2,15.80,35.1,23.5,28.8,0.00
2015-01-31,11.3,15.80,30.2,16.3,25.0,0.20
2015-02-01,11.4,16.00,19.0,11.7,15.4,0.10
2015-02-02,11.4,16.10,24.4,17.4,21.6,0.20
2015-02-03,11.6,16.30,29.7,24.3,26.6,0.40
2015-02-04,12.0,16.70,28.0,14.5,24.8,2.10
2015-02-05,14.3,18.80,32.9,24.1,28.8,0.00
2015-02-06,14.3,18.80,41.4,28.8,34.7,0.00
2015-02-07,14.3,18.80,41.9,28.8,34.7,0.00
2015-02-08,14.3,18.80,39.4,23.0,32.9,0.00
2015-02-09,14.3,18.80,43.7,23.2,35.8,0.00
2015-02-10,14.3,18.80,31.6,20.1,27.0,0.10
2015-02-11,14.4,18.90,34.9,14.5,25.3,0.00
2015-02-12,14.4,18.90,34.5,24.1,29.1,0.00
2015-02-13,14.4,18.90,40.5,27.9,32.5,0.00
2015-02-14,14.4,18.90,44.4,30.9,37.0,0.00
2015-02-15,14.4,18.90,35.6,14.0,23.7,0.40
2015-02-16,14.9,19.30,16.7,3.6,11.3,0.70
2015-02-17,15.4,20.00,14.5,6.4,10.9,0.10
2015-02-18,15.6,20.10,29.5,14.0,22.6,0.00
2015-02-19,15.7,20.10,36.5,23.5,30.2,0.00
2015-02-20,15.7,20.10,31.8,16.2,23.7,0.30
2015-02-21,16.1,20.40,23.2,-0.9,13.1,0.60
2015-02-22,16.5,21.00,1.8,-6.0,-2.2,0.20
2015-02-23,16.7,21.20,26.8,-3.5,12.9,0.00
2015-02-24,16.8,21.20,30.4,5.5,17.1,0.00
2015-02-25,16.9,21.20,23.5,3.9,16.7,0.80
2015-02-26,17.6,22.00,14.5,-4.7,3.2,0.30
2015-02-27,17.9,22.30,19.8,-9.2,5.9,0.00
2015-02-28,18.0,22.30,19.9,0.7,11.3,0.10
2015-03-01,18.1,22.40,27.1,17.8,21.2,0.30
2015-03-02,18.6,22.70,37.2,20.1,28.8,0.40
2015-03-03,19.1,23.10,22.5,4.5,15.4,0.40
2015-03-04,19.4,23.50,10.8,1.4,5.9,0.20
2015-03-05,19.6,23.70,21.2,4.1,13.1,0.00
2015-03-06,19.7,23.70,28.8,15.4,21.7,0.00
2015-03-07,19.8,23.70,40.1,15.4,26.4,0.00
2015-03-08,19.8,23.70,40.1,15.1,24.4,0.00
2015-03-09,19.8,23.70,38.7,21.7,28.0,0.00
2015-03-10,19.8,23.70,43.2,21.6,29.3,0.00
2015-03-11,19.8,23.70,46.0,27.9,36.0,0.00
2015-03-12,19.9,23.70,48.2,29.1,36.1,0.00
2015-03-13,19.9,23.70,35.8,20.7,29.7,0.00
2015-03-14,20.0,23.70,46.6,18.0,35.1,0.00
2015-03-15,20.0,23.70,57.7,34.9,43.0,0.00
2015-03-16,20.0,23.70,56.7,30.4,44.4,0.00
2015-03-17,19.8,23.70,46.6,28.8,35.6,0.00
2015-03-18,19.6,23.70,45.7,31.8,38.3,0.00
2015-03-19,19.5,23.70,32.4,20.1,27.3,0.10
2015-03-20,19.6,23.80,49.1,20.3,31.8,0.00
2015-03-21,19.5,23.80,50.7,23.0,36.3,0.00
2015-03-22,19.4,23.80,50.2,28.2,36.7,0.00
2015-03-23,19.3,23.80,46.8,25.3,33.8,0.10
2015-03-24,19.4,23.90,32.9,19.2,26.6,0.40
2015-03-25,19.7,24.30,30.9,19.8,23.5,0.20
2015-03-26,20.0,24.50,35.8,17.1,27.1,0.00
2015-03-27,20.1,24.50,47.5,29.8,36.9,0.00
2015-03-28,20.1,24.50,53.1,35.6,42.3,0.00
2015-03-29,19.9,24.50,51.1,29.1,39.6,0.00
2015-03-30,19.9,24.50,52.7,28.8,39.9,0.00
2015-03-31,19.9,24.50,54.9,33.4,42.4,0.00
2015-04-01,19.8,24.50,49.3,25.9,37.0,0.10
2015-04-02,19.7,24.60,35.1,15.3,23.4,0.90
2015-04-03,20.2,25.50,32.0,10.4,19.9,0.00
2015-04-04,20.5,25.50,44.8,18.0,30.7,0.00
2015-04-05,20.5,25.50,51.1,27.1,38.5,0.00
2015-04-06,20.5,25.50,54.1,27.9,40.5,0.00
2015-04-07,20.5,25.50,51.1,26.2,36.5,0.00
2015-04-08,20.5,25.50,44.8,20.7,30.9,0.20
2015-04-09,20.5,25.70,36.1,15.4,25.0,0.00
2015-04-10,20.5,25.70,47.7,15.4,30.2,0.00
2015-04-11,20.8,25.70,51.3,23.4,36.7,0.00
2015-04-12,20.7,25.70,45.3,30.7,36.0,0.00
2015-04-13,20.4,25.70,52.9,27.1,37.4,0.00
2015-04-14,20.3,25.70,56.8,29.3,41.9,0.00
2015-04-15,20.0,25.70,41.2,23.7,31.6,0.20
2015-04-16,19.8,25.90,27.9,23.4,25.3,1.60
2015-04-17,21.3,27.50,34.3,22.1,27.1,1.40
2015-04-18,22.7,28.90,38.1,17.8,25.9,0.10
2015-04-19,22.7,29.00,34.9,18.9,25.9,0.00
2015-04-20,22.8,29.00,38.3,18.9,27.9,0.30
2015-04-21,23.1,29.30,43.9,26.8,33.3,0.00
2015-04-22,23.1,29.30,52.2,25.2,36.9,0.00
2015-04-23,23.2,29.30,52.0,31.3,38.5,0.00
2015-04-24,23.3,29.30,49.8,30.6,35.6,0.10
2015-04-25,23.3,29.40,47.5,31.6,36.3,0.30
2015-04-26,23.5,29.70,34.2,27.9,31.3,0.50
2015-04-27,24.0,30.20,36.0,26.8,30.6,0.00
2015-04-28,24.0,30.20,43.9,24.4,32.5,0.00
2015-04-29,24.0,30.20,58.5,30.7,41.9,0.00
2015-04-30,23.9,30.20,60.6,32.5,44.6,0.00
2015-05-01,23.6,30.20,60.1,30.9,40.8,0.00
2015-05-02,23.3,30.20,57.7,33.4,42.1,0.00
2015-05-03,23.0,30.20,59.5,31.6,41.0,0.10
2015-05-04,22.7,30.30,42.1,32.7,35.8,0.60
2015-05-05,22.7,30.90,41.2,31.8,36.3,0.20
2015-05-06,22.4,31.10,46.8,33.3,36.9,0.30
2015-05-07,22.0,31.40,48.6,32.2,35.6,0.20
2015-05-08,22.0,31.60,37.9,,33.3,1.30
2015-05-09,23.2,32.90,40.1,21.6,30.2,0.60
2015-05-10,23.6,33.50,34.5,20.5,25.7,0.00
2015-05-11,23.6,33.50,41.7,21.7,30.7,0.00
2015-05-12,23.6,33.50,56.8,26.6,38.8,0.00
2015-05-13,23.5,33.50,48.0,31.8,37.9,0.10
2015-05-14,23.3,33.60,53.4,31.8,40.3,0.10
2015-05-15,23.2,33.70,45.0,28.8,34.3,0.30
2015-05-16,23.1,34.00,47.5,26.4,34.2,0.30
2015-05-17,23.3,34.30,45.0,30.0,35.1,0.30
2015-05-18,23.5,34.60,39.0,31.6,34.0,0.20
2015-05-19,23.6,34.80,35.1,28.8,31.6,1.00
2015-05-20,24.5,35.80,43.5,28.8,32.7,0.00
2015-05-21,24.4,35.80,48.6,26.8,36.1,0.00
2015-05-22,24.5,35.80,44.4,31.8,35.2,0.20
2015-05-23,24.4,36.00,46.0,28.2,34.3,0.70
2015-05-24,24.7,36.70,45.9,26.8,34.0,0.10
2015-05-25,24.6,36.80,48.4,29.8,35.8,0.20
2015-05-26,24.7,37.00,51.1,34.0,39.4,0.00
2015-05-27,24.2,37.00,57.4,35.6,43.7,0.00
2015-05-28,23.6,37.00,55.8,33.8,40.8,0.00
2015-05-29,22.8,37.00,52.2,29.7,38.1,0.00
2015-05-30,22.4,37.00,59.0,30.0,43.9,0.10
2015-05-31,22.2,37.10,61.5,36.5,47.1,0.00
2015-06-01,21.8,37.10,67.5,36.7,49.6,0.00
2015-06-02,21.0,37.10,66.2,35.1,49.5,0.00
2015-06-03,20.2,37.10,60.8,34.7,45.9,0.00
2015-06-04,19.4,37.10,66.0,34.0,47.8,0.00
2015-06-05,18.5,37.10,54.0,34.2,42.3,0.00
2015-06-06,17.8,37.10,57.9,35.1,46.8,0.00
2015-06-07,17.0,37.10,61.5,35.8,47.1,0.00
2015-06-08,16.0,37.10,65.3,36.3,48.4,0.10
2015-06-09,15.0,37.20,67.8,38.5,48.6,0.10
2015-06-10,14.1,37.30,53.8,40.1,46.2,0.20
2015-06-11,13.3,37.50,56.1,39.0,45.9,0.50
2015-06-12,12.3,38.00,61.9,38.3,46.8,0.00
2015-06-13,10.8,38.00,67.8,38.7,48.0,0.40
2015-06-14,9.8,38.40,59.2,37.2,45.7,0.00
2015-06-15,8.8,38.40,61.7,36.3,46.4,0.00
2015-06-16,7.7,38.40,65.5,37.8,47.1,0.20
2015-06-17,6.4,38.60,71.6,41.4,54.0,0.00
2015-06-18,4.8,38.60,71.2,42.3,54.3,0.00
2015-06-19,3.3,38.60,75.6,44.1,61.5,0.00
2015-06-20,1.6,38.60,75.2,43.2,59.4,0.00
2015-06-21,0.3,38.60,77.4,43.0,62.6,0.10
2015-06-22,0.0,38.70,77.0,44.2,59.9,0.50
2015-06-23,0.0,39.20,77.9,45.7,62.1,0.10
2015-06-24,0.0,39.30,76.1,47.7,57.7,0.10
2015-06-25,0.0,39.40,74.7,50.7,60.1,0.10
2015-06-26,0.0,39.50,63.1,40.6,53.1,0.00
2015-06-27,0.0,39.50,72.7,40.8,55.4,0.00
2015-06-28,0.0,39.50,73.2,44.4,55.2,0.00
2015-06-29,0.0,39.50,69.8,46.0,56.7,0.00
2015-06-30,0.0,39.50,77.2,45.0,57.2,0.30
2015-07-01,0.0,39.80,68.5,47.3,55.4,0.00
2015-07-02,0.0,39.80,64.0,45.5,54.1,0.00
2015-07-03,0.0,39.80,71.2,42.6,55.6,0.00
2015-07-04,0.0,39.80,75.7,46.2,58.5,0.40
2015-07-05,0.0,40.20,69.8,45.0,55.2,0.00
2015-07-06,0.0,40.20,51.6,46.0,49.1,0.40
2015-07-07,0.0,40.60,55.2,43.7,47.8,0.30
2015-07-08,0.0,40.90,53.1,43.9,46.6,0.60
2015-07-09,0.0,41.50,64.2,42.8,49.3,0.00
2015-07-10,0.0,41.50,64.4,42.6,51.6,0.00
2015-07-11,0.0,41.50,68.9,44.6,55.0,0.00
2015-07-12,0.0,41.50,70.5,49.6,59.5,0.00
2015-07-13,0.0,41.50,72.5,44.2,54.9,0.40
2015-07-14,0.0,41.90,68.0,43.7,51.3,0.10
2015-07-15,0.0,42.00,68.5,47.1,54.0,0.00
2015-07-16,0.0,42.00,68.5,47.1,54.3,0.00
2015-07-17,0.0,42.00,71.2,44.8,57.7,0.00
2015-07-18,0.0,42.00,71.4,41.4,53.1,0.00
2015-07-19,0.0,42.00,62.8,44.6,53.1,0.00
2015-07-20,0.0,42.00,66.4,40.5,52.9,0.00
2015-07-21,0.0,42.00,65.1,46.2,52.7,0.10
2015-07-22,0.0,42.10,68.4,47.7,56.5,0.00
2015-07-23,0.0,42.10,72.7,47.5,59.9,0.00
2015-07-24,0.0,42.10,69.1,47.8,59.0,0.00
2015-07-25,0.0,42.10,73.9,49.8,60.6,0.10
2015-07-26,0.0,42.20,73.9,43.9,59.5,0.00
2015-07-27,0.0,42.20,74.1,52.7,63.5,0.00
2015-07-28,0.0,42.20,71.6,42.3,55.9,0.00
2015-07-29,0.0,42.20,72.9,39.9,55.6,0.00
2015-07-30,0.0,42.20,72.7,44.8,57.6,0.00
2015-07-31,0.0,42.20,70.9,45.9,56.7,0.00
2015-08-01,0.0,42.20,75.7,45.0,59.4,0.00
2015-08-02,0.0,42.20,72.3,47.5,58.6,0.00
2015-08-03,0.0,42.20,63.1,50.2,55.6,0.00
2015-08-04,0.0,42.20,68.0,46.8,57.0,0.00
2015-08-05,0.0,42.20,77.4,50.0,63.3,0.00
2015-08-06,0.0,42.20,71.2,49.1,60.1,0.00
2015-08-07,0.0,42.20,71.1,47.7,58.6,0.00
2015-08-08,0.0,42.20,68.5,45.9,55.4,0.00
2015-08-09,0.0,42.20,70.5,45.5,57.6,0.00
2015-08-10,0.0,42.20,70.0,42.8,55.0,0.00
2015-08-11,0.0,42.20,71.4,46.2,55.4,0.00
2015-08-12,0.0,42.20,72.3,50.0,59.2,0.00
2015-08-13,0.0,42.20,72.9,50.4,58.5,0.10
2015-08-14,0.0,42.30,73.8,47.5,59.5,0.00
2015-08-15,0.0,42.30,79.2,50.9,63.1,0.10
2015-08-16,0.0,42.40,71.4,47.8,55.2,0.00
2015-08-17,0.0,42.40,70.9,46.0,57.2,0.00
2015-08-18,0.0,42.40,65.1,37.0,48.6,0.00
2015-08-19,0.0,42.40,59.4,34.9,45.5,0.00
2015-08-20,0.0,42.40,67.5,44.8,54.7,0.00
2015-08-21,0.0,42.40,72.0,48.9,59.9,0.00
2015-08-22,0.0,42.40,72.5,37.2,56.5,0.00
2015-08-23,0.0,42.40,71.4,34.0,53.6,0.00
2015-08-24,0.0,42.40,74.1,46.4,59.5,0.00
2015-08-25,0.0,42.40,78.4,44.4,59.9,0.00
2015-08-26,0.0,42.40,75.2,47.8,59.5,0.00
2015-08-27,0.0,42.40,58.3,48.4,51.8,0.20
2015-08-28,0.0,42.60,66.0,42.4,52.2,0.10
2015-08-29,0.0,42.70,71.8,40.8,54.9,0.00
2015-08-30,0.0,42.70,75.7,51.6,62.6,0.00
2015-08-31,0.0,42.70,64.2,43.9,52.2,0.10
2015-09-01,0.0,42.80,68.0,46.0,54.9,0.00
2015-09-02,0.0,42.80,70.2,50.4,57.9,0.00
2015-09-03,0.0,42.80,64.4,46.2,53.2,0.10
2015-09-04,0.0,42.90,63.5,45.5,52.0,0.10
2015-09-05,0.0,43.00,63.7,47.3,53.2,0.00
2015-09-06,0.0,43.00,64.8,47.3,53.6,0.00
2015-09-07,0.0,43.00,54.7,42.8,46.6,0.50
2015-09-08,0.0,43.50,60.8,40.6,50.2,0.00
2015-09-09,0.0,43.50,66.2,42.6,54.0,0.00
2015-09-10,0.0,43.50,67.5,37.2,53.2,0.00
2015-09-11,0.0,43.50,62.2,32.7,46.8,0.00
2015-09-12,0.0,43.50,70.2,41.2,53.4,0.00
2015-09-13,0.0,43.50,65.8,40.3,54.1,0.00
2015-09-14,0.0,43.50,66.6,43.7,55.8,0.00
2015-09-15,0.0,43.50,60.4,44.4,52.2,0.00
2015-09-16,0.0,43.50,60.8,40.6,52.2,0.00
