#------------------------------------------------- WARNING --------------------------------------------
# 
# The data you have obtained from this automated Natural Resources Conservation Service 
# database are subject to revision regardless of indicated Quality Assurance level. 
# Data are released on condition that neither the NRCS nor the United States Government 
# may be held liable for any damages resulting from its use. 
# 
# SNOTEL air temperature data contains a known bias. This bias is rooted in the sensor 
# conversion equation and varies through the output range. Solutions are in development. 
# For more information go to Air Temperature Bias Correction. 
# 
# Help and Tutorials: https://www.nrcs.usda.gov/sites/default/files/2023-03/Report%20Generator%20Help%20Guide.pdf
# Air Temperature Bias Correction: https://www.nrcs.usda.gov/wps/portal/wcc/home/snowClimateMonitoring/temperature/temperatureBiasCorrection/
# 
# Support Contact: usdafpacbc@servicenowservices.com
# 
#------------------------------------------------------------------------------------------------------
# 
# Reporting Frequency: Daily
# Date Range: Period of Record
# Report Instantaneous Data As: Start of Day
#
# Data for the following site(s) are contained in this file:
#
#	SNOTEL 547: Ivanhoe, CO
# 
# Data items provided in this file:
#
# Element Name                Value Type  Function Type  Function Duration             Base Data  Measurement Units   Sensor Depth  Element Code  Description                                                                                        
# Snow Water Equivalent       Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           WTEQ          Depth of water that would theoretically result if the entire snowpack were melted instantaneously  
# Precipitation Accumulation  Value       None           Instantaneous - Start of Day  N/A        Inches              N/A           PREC          Water year accumulated precipitation                                                               
# Air Temperature Maximum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMAX          Maximum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Minimum     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TMIN          Minimum air temperature - sub-hourly sampling frequency                                            
# Air Temperature Average     Value       None           Day                           N/A        Degrees fahrenheit  N/A           TAVG          Average air temperature - sub-hourly sampling frequency                                            
# Precipitation Increment     Value       None           Day                           N/A        Inches              N/A           PRCP          Total precipitation                                                                                
# 
# Quality Control flags included:
#
# Flag    Name                Description
#  V      Valid               Validated Data
#  N      No Profile          No profile for automated validation
#  E      Edit                Edit, minor adjustment for sensor noise
#  K      Estimate            Estimate
#  C      Correction          A different equation has been applied to the original sensor voltage
#  B      Back Estimate       Regression-based estimate for homogenizing collocated Snow Course and Snow Pillow data sets
#  X      External Estimate   External estimate
#  S      Suspect             Suspect data
#  M      Missing             Value is missing
# 
# Quality Assurance flags included:
#
# Flag    Name                Description
#  U      Unknown             Unknown
#  R      Raw                 No Human Review
#  P      Provisional         Preliminary Human Review
#  A      Approved            Processing and Final Review Completed
# 
#------------------------------------------------------------------------------------------------------
# 
# Ivanhoe (547) 
# Colorado  SNOTEL Site - 10540 ft
# Reporting Frequency: Daily; Date Range: Period of Record
#
# As of: May 11, 2025, 3:02:04 PM GMT-08:00
#
Date,Snow Water Equivalent (in) Start of Day Values,Precipitation Accumulation (in) Start of Day Values,Air Temperature Maximum (degF),Air Temperature Minimum (degF),Air Temperature Average (degF),Precipitation Increment (in)
1991-11-19,4.1,6.8,31.5,-2.2,14.0,0.2
1991-11-20,4.2,7.0,48.9,-2.9,20.8,0.1
1991-11-21,4.2,7.1,33.1,9.3,22.5,0.4
1991-11-22,4.5,7.5,22.3,-3.8,5.7,0.2
1991-11-23,4.6,7.7,24.6,-7.2,3.9,0.1
1991-11-24,4.6,7.8,25.7,8.2,17.1,0.3
1991-11-25,4.7,8.1,31.8,16.7,21.4,0.1
1991-11-26,4.8,8.2,21.4,19.9,20.8,0.1
1991-11-27,5.0,8.3,48.7,12.0,25.5,0.0
1991-11-28,5.0,8.3,42.1,17.1,23.9,0.2
1991-11-29,5.1,8.5,27.9,4.3,12.9,0.2
1991-11-30,5.3,8.7,15.6,-1.5,5.5,0.0
1991-12-01,5.4,8.7,30.6,-0.4,6.8,0.1
1991-12-02,5.4,8.8,13.3,0.9,5.5,0.3
1991-12-03,5.5,9.1,32.4,0.7,11.5,0.0
1991-12-04,5.5,9.1,47.7,5.7,21.4,0.0
1991-12-05,5.5,9.1,48.0,6.4,20.1,0.0
1991-12-06,5.5,9.1,50.5,6.1,21.2,0.0
1991-12-07,5.5,9.1,52.9,9.5,21.7,0.0
1991-12-08,5.5,9.1,40.8,12.4,21.7,0.0
1991-12-09,5.5,9.1,41.5,3.0,15.4,0.0
1991-12-10,5.5,9.1,39.2,2.7,18.7,0.1
1991-12-11,5.5,9.2,31.6,14.7,24.1,0.3
1991-12-12,5.8,9.5,35.4,-0.8,14.0,0.1
1991-12-13,5.9,9.6,15.6,-7.6,7.5,0.0
1991-12-14,5.9,9.6,33.1,-7.1,9.1,0.0
1991-12-15,5.9,9.6,44.2,0.3,15.6,0.0
1991-12-16,5.9,9.6,50.4,6.4,20.1,0.1
1991-12-17,5.9,9.7,50.7,12.2,23.4,0.0
1991-12-18,5.9,9.7,47.7,9.7,24.3,0.0
1991-12-19,5.9,9.7,39.7,9.3,20.7,0.0
1991-12-20,5.9,9.7,34.0,6.8,17.1,0.0
1991-12-21,5.9,9.7,13.3,6.8,9.7,0.0
1991-12-22,5.9,9.7,25.0,4.1,14.4,0.0
1991-12-23,5.9,9.7,44.6,4.6,15.8,0.0
1991-12-24,5.9,9.7,45.7,5.2,16.9,0.0
1991-12-25,5.9,9.7,46.2,4.6,16.9,0.0
1991-12-26,5.9,9.7,37.8,5.9,16.0,0.0
1991-12-27,5.9,9.7,40.8,3.0,15.1,0.0
1991-12-28,5.9,9.7,45.9,1.6,14.9,0.0
1991-12-29,5.9,9.7,3.7,-0.6,1.4,0.0
1991-12-30,5.9,9.7,39.6,-2.0,14.0,0.0
1991-12-31,5.9,9.7,29.1,2.5,12.2,0.1
1992-01-01,6.0,9.8,29.1,-4.4,8.4,0.0
1992-01-02,6.0,9.8,42.1,-4.7,12.6,0.1
1992-01-03,6.0,9.9,43.9,6.1,22.3,0.2
1992-01-04,6.0,10.1,35.2,13.5,20.1,0.0
1992-01-05,6.0,10.1,47.1,2.7,19.0,0.0
1992-01-06,6.0,10.1,41.2,9.3,21.7,0.3
1992-01-07,6.2,10.4,14.9,8.4,11.1,0.3
1992-01-08,6.4,10.7,32.9,-0.6,10.8,0.1
1992-01-09,6.5,10.8,35.2,1.0,11.8,0.0
1992-01-10,6.5,10.8,49.6,7.7,20.7,0.1
1992-01-11,6.5,10.9,50.7,9.0,21.9,0.0
1992-01-12,6.5,10.9,24.4,3.6,12.4,0.1
1992-01-13,6.7,11.0,27.0,-2.4,7.7,0.1
1992-01-14,6.8,11.1,21.4,3.0,7.9,0.1
1992-01-15,6.9,11.2,26.4,-13.7,2.1,0.0
1992-01-16,6.9,11.2,41.7,-2.6,15.1,0.0
1992-01-17,7.0,11.2,34.9,4.3,15.8,0.0
1992-01-18,7.0,11.2,36.1,-4.5,8.2,0.0
1992-01-19,7.0,11.2,43.7,0.1,14.7,0.0
1992-01-20,7.0,11.2,54.9,7.7,21.9,0.0
1992-01-21,7.0,11.2,44.6,1.6,16.0,0.1
1992-01-22,7.0,11.3,27.0,-0.8,9.3,0.0
1992-01-23,7.0,11.3,19.2,6.3,12.9,0.1
1992-01-24,7.0,11.4,41.9,6.8,21.2,0.0
1992-01-25,7.0,11.4,52.5,8.2,23.2,0.0
1992-01-26,7.0,11.4,53.2,4.5,21.7,0.0
1992-01-27,7.0,11.4,47.5,7.3,20.5,0.0
1992-01-28,7.0,11.4,51.8,7.5,23.0,0.0
1992-01-29,7.0,11.4,54.5,5.2,23.5,0.0
1992-01-30,7.0,11.4,49.8,7.5,23.5,0.0
1992-01-31,6.9,11.4,59.0,13.5,27.7,0.0
1992-02-01,6.9,11.4,60.1,14.4,27.5,0.0
1992-02-02,6.9,11.4,16.2,11.5,14.0,0.0
1992-02-03,6.9,11.4,22.5,12.7,19.0,0.0
1992-02-04,7.0,11.4,42.6,2.3,15.1,0.0
1992-02-05,7.0,11.4,30.2,3.7,12.9,0.0
1992-02-06,7.0,11.4,48.7,1.0,17.6,0.0
1992-02-07,7.0,11.4,49.5,9.0,22.3,0.0
1992-02-08,7.0,11.4,32.2,6.8,19.0,0.2
1992-02-09,7.0,11.6,33.1,16.5,21.9,0.0
1992-02-10,7.1,11.6,36.7,8.8,20.5,0.1
1992-02-11,7.1,11.7,37.2,10.6,20.3,0.0
1992-02-12,7.2,11.7,38.5,5.5,19.2,0.0
1992-02-13,7.2,11.7,43.7,7.3,21.7,0.4
1992-02-14,7.5,12.1,28.6,14.4,19.0,0.0
1992-02-15,7.7,12.1,48.0,1.8,18.0,0.0
1992-02-16,7.7,12.1,31.6,3.4,15.6,0.4
1992-02-17,8.0,12.5,23.2,7.3,11.5,0.1
1992-02-18,8.1,12.6,34.5,-5.6,10.8,0.0
1992-02-19,8.1,12.6,42.8,-5.8,14.2,0.2
1992-02-20,8.1,12.8,40.8,16.2,25.0,0.2
1992-02-21,8.2,13.0,42.4,9.9,24.1,0.0
1992-02-22,8.3,13.0,46.9,6.8,23.9,0.5
1992-02-23,8.5,13.5,34.2,0.1,15.3,0.0
1992-02-24,8.9,13.5,47.1,-2.6,17.2,0.3
1992-02-25,8.9,13.8,43.5,0.0,16.2,0.0
1992-02-26,8.9,13.8,50.2,0.3,21.2,0.0
1992-02-27,8.9,13.8,50.2,13.1,26.2,0.0
1992-02-28,8.9,13.8,57.9,10.6,28.6,0.0
1992-02-29,8.8,13.8,55.0,10.8,28.6,0.0
1992-03-01,8.8,13.8,54.5,14.4,29.3,0.1
1992-03-02,8.8,13.9,58.1,14.9,31.3,0.1
1992-03-03,8.8,14.0,42.1,23.0,29.8,0.0
1992-03-04,8.8,14.0,33.3,15.1,25.0,0.6
1992-03-05,9.6,14.6,22.3,11.5,14.9,0.5
1992-03-06,9.7,15.1,50.0,18.1,26.4,0.0
1992-03-07,9.8,15.1,51.6,11.8,28.4,0.2
1992-03-08,9.8,15.3,48.4,15.1,23.2,0.8
1992-03-09,10.4,16.1,38.1,10.6,19.9,0.0
1992-03-10,10.5,16.1,44.4,2.1,18.7,0.0
1992-03-11,10.5,16.1,45.3,1.0,19.6,0.0
1992-03-12,10.5,16.1,48.4,9.9,25.5,0.0
1992-03-13,10.4,16.1,53.1,8.4,26.4,0.0
1992-03-14,10.4,16.1,53.2,10.2,29.3,0.0
1992-03-15,10.3,16.1,53.4,15.8,30.2,0.0
1992-03-16,10.3,16.1,51.1,13.1,30.2,0.0
1992-03-17,10.3,16.1,50.7,16.9,28.6,0.1
1992-03-18,10.4,16.2,39.4,15.8,21.2,0.4
1992-03-19,10.7,16.6,41.7,14.5,20.5,0.1
1992-03-20,11.0,16.7,50.7,1.0,23.4,0.0
1992-03-21,11.0,16.7,42.3,8.4,24.6,0.6
1992-03-22,11.2,17.3,48.0,17.2,26.2,0.1
1992-03-23,11.3,17.4,44.1,10.6,24.6,0.2
1992-03-24,11.3,17.6,41.9,17.2,25.3,0.2
1992-03-25,11.5,17.8,47.5,10.9,26.2,0.0
1992-03-26,11.6,17.8,53.8,9.9,29.3,0.1
1992-03-27,11.7,17.9,48.7,22.6,32.7,0.8
1992-03-28,11.9,18.7,36.5,13.6,26.2,0.8
1992-03-29,12.7,19.5,59.5,13.5,29.3,0.0
1992-03-30,12.7,19.5,32.4,11.5,16.7,0.0
1992-03-31,12.7,19.5,42.1,15.6,26.2,0.1
1992-04-01,12.8,19.6,54.5,10.6,28.8,0.0
1992-04-02,12.7,19.6,46.9,9.7,28.2,0.1
1992-04-03,12.7,19.7,55.6,12.9,34.0,0.1
1992-04-04,12.6,19.8,65.7,20.1,36.7,0.0
1992-04-05,12.5,19.8,49.6,24.6,33.1,0.1
1992-04-06,12.6,19.9,57.2,20.5,37.6,0.1
1992-04-07,12.7,20.0,49.1,13.3,31.8,0.0
1992-04-08,12.7,20.0,54.0,22.8,34.3,0.0
1992-04-09,12.7,20.0,60.4,17.4,37.6,0.1
1992-04-10,12.4,20.1,59.5,26.8,41.0,0.0
1992-04-11,11.8,20.1,55.6,28.9,37.8,0.0
1992-04-12,11.8,20.1,61.3,27.3,42.8,0.0
1992-04-13,11.7,20.1,59.5,27.9,41.7,0.1
1992-04-14,11.2,20.2,55.2,27.1,36.5,0.0
1992-04-15,11.2,20.2,60.3,24.3,37.0,0.0
1992-04-16,10.8,20.2,50.4,27.0,34.7,0.0
1992-04-17,10.6,20.2,47.7,29.3,37.8,0.5
1992-04-18,10.8,20.7,43.0,17.4,23.5,0.8
1992-04-19,11.4,21.5,39.9,17.1,23.9,0.5
1992-04-20,11.7,22.0,40.6,19.2,26.4,0.1
1992-04-21,11.8,22.1,57.2,9.9,34.0,0.1
1992-04-22,11.6,22.2,55.2,20.5,32.5,0.4
1992-04-23,11.8,22.6,44.8,14.4,28.9,0.0
1992-04-24,12.0,22.6,58.1,12.0,34.2,0.0
1992-04-25,11.9,22.6,62.1,19.4,38.8,0.1
1992-04-26,11.6,22.7,63.0,24.1,41.0,0.0
1992-04-27,11.2,22.7,64.9,27.1,44.8,0.0
1992-04-28,10.5,22.7,69.3,32.5,47.7,0.1
1992-04-29,9.9,22.8,70.9,30.2,47.3,0.0
1992-04-30,9.0,22.8,68.7,30.6,48.7,0.0
1992-05-01,8.2,22.8,62.6,31.6,47.1,0.0
1992-05-02,7.5,22.8,61.5,27.7,43.5,0.0
1992-05-03,6.9,22.8,63.3,29.1,43.2,0.0
1992-05-04,6.3,22.8,66.2,28.8,43.2,0.0
1992-05-05,5.9,22.8,63.3,30.4,44.8,0.0
1992-05-06,5.3,22.8,61.3,30.7,42.8,0.0
1992-05-07,5.0,22.8,58.3,30.4,40.8,0.2
1992-05-08,4.2,23.0,62.6,30.9,42.8,0.0
1992-05-09,3.5,23.0,57.7,28.8,36.7,0.2
1992-05-10,3.2,23.2,46.2,23.7,32.4,0.0
1992-05-11,3.2,23.2,55.9,24.3,41.2,0.1
1992-05-12,2.0,23.3,58.8,29.7,40.1,0.0
1992-05-13,1.3,23.3,61.9,30.9,44.2,0.0
1992-05-14,0.1,23.3,60.6,29.1,43.3,0.0
1992-05-15,0.0,23.3,61.0,32.5,45.0,0.0
1992-05-16,0.0,23.3,60.1,31.1,43.0,0.0
1992-05-17,0.0,23.3,63.1,31.8,46.6,0.0
1992-05-18,0.0,23.3,67.5,34.0,49.1,0.0
1992-05-19,0.0,23.3,66.2,35.2,49.3,0.0
1992-05-20,0.0,23.3,46.9,37.4,41.9,0.0
1992-05-21,0.0,23.3,60.4,35.1,43.9,0.0
1992-05-22,0.0,23.3,60.4,30.6,41.2,0.0
1992-05-23,0.0,23.3,55.6,33.1,43.7,0.0
1992-05-24,0.0,23.3,55.4,32.2,42.6,0.0
1992-05-25,0.0,23.3,55.9,33.3,40.5,0.2
1992-05-26,0.0,23.5,58.8,32.0,41.0,0.6
1992-05-27,0.0,24.1,48.9,31.5,35.8,0.5
1992-05-28,0.0,24.6,43.7,29.3,34.5,0.1
1992-05-29,0.0,24.7,54.7,27.0,38.8,0.0
1992-05-30,0.0,24.7,46.2,31.5,35.8,0.0
1992-05-31,0.0,24.7,46.2,27.3,34.3,0.0
1992-06-01,0.0,24.7,48.4,27.1,34.9,0.0
1992-06-02,0.0,24.7,57.4,26.2,41.4,0.0
1992-06-03,0.0,24.7,60.4,32.0,44.1,0.0
1992-06-04,0.0,24.7,60.1,33.3,44.8,0.0
1992-06-05,0.0,24.7,51.6,32.4,41.7,0.0
1992-06-06,0.0,24.7,59.7,29.7,40.8,0.2
1992-06-07,0.0,24.9,57.0,32.4,41.4,0.0
1992-06-08,0.0,24.9,60.6,31.1,41.0,0.0
1992-06-09,0.0,24.9,59.7,32.9,40.8,0.0
1992-06-10,0.0,24.9,56.1,32.4,44.4,0.0
1992-06-11,0.0,24.9,61.2,33.8,43.0,0.1
1992-06-12,0.0,25.0,65.7,33.1,49.3,0.1
1992-06-13,0.0,25.1,67.5,32.4,49.3,0.0
1992-06-14,0.0,25.1,67.5,31.1,49.1,0.0
1992-06-15,0.0,25.1,57.6,34.0,45.0,0.2
1992-06-16,0.0,25.3,47.5,31.3,38.7,0.0
1992-06-17,0.0,25.3,64.2,30.9,46.0,0.0
1992-06-18,0.0,25.3,71.4,33.3,52.2,0.0
1992-06-19,0.0,25.3,72.7,38.7,55.9,0.0
1992-06-20,0.0,25.3,73.4,38.1,54.5,0.0
1992-06-21,0.0,25.3,69.4,39.0,51.1,0.0
1992-06-22,0.0,25.3,70.9,37.2,54.0,0.0
1992-06-23,0.0,25.3,71.4,41.7,56.1,0.0
1992-06-24,0.0,25.3,69.6,40.3,50.9,0.2
1992-06-25,0.0,25.5,68.0,38.3,50.5,0.2
1992-06-26,0.0,25.7,64.8,36.7,49.8,0.0
1992-06-27,0.0,25.7,57.4,32.9,42.4,0.0
1992-06-28,0.0,25.7,51.6,38.1,41.9,0.0
1992-06-29,0.0,25.7,61.9,39.7,48.7,0.0
1992-06-30,0.0,25.7,63.5,38.7,53.4,0.0
1992-07-01,0.0,25.7,63.1,34.9,49.8,0.1
1992-07-02,0.0,25.8,57.6,31.1,41.0,0.1
1992-07-03,0.0,25.9,68.0,30.4,49.1,0.0
1992-07-04,0.0,25.9,71.8,40.3,57.6,0.1
1992-07-05,0.0,26.0,73.0,37.6,57.4,0.0
1992-07-06,0.0,26.0,76.6,43.7,59.4,0.0
1992-07-07,0.0,26.0,68.9,43.9,52.9,0.0
1992-07-08,0.0,26.0,54.0,39.9,44.8,0.8
1992-07-09,0.0,26.8,65.5,36.7,50.5,0.0
1992-07-10,0.0,26.8,69.4,38.1,54.3,0.0
1992-07-11,0.0,26.8,68.4,39.2,51.1,0.1
1992-07-12,0.0,26.9,63.0,39.0,46.0,0.2
1992-07-13,0.0,27.1,62.4,35.6,45.5,0.1
1992-07-14,0.0,27.2,63.3,33.6,47.7,0.1
1992-07-15,0.0,27.3,64.9,36.7,47.8,0.1
1992-07-16,0.0,27.4,67.6,34.9,50.7,0.0
1992-07-17,0.0,27.4,65.1,36.1,49.8,0.0
1992-07-18,0.0,27.4,71.6,39.2,54.7,0.0
1992-07-19,0.0,27.4,69.6,39.0,48.6,0.1
1992-07-20,0.0,27.5,70.0,38.1,49.3,0.0
1992-07-21,0.0,27.5,65.1,42.6,54.3,0.0
1992-07-22,0.0,27.5,69.6,39.4,53.4,0.0
1992-07-23,0.0,27.5,65.1,40.6,48.2,0.1
1992-07-24,0.0,27.6,66.4,38.1,48.9,0.3
1992-07-25,0.0,27.9,66.4,40.8,48.7,0.1
1992-07-26,0.0,28.0,67.6,38.5,50.2,0.0
1992-07-27,0.0,28.0,70.9,36.0,53.1,0.0
1992-07-28,0.0,28.0,72.7,40.5,55.6,0.0
1992-07-29,0.0,28.0,68.4,40.1,51.6,0.0
1992-07-30,0.0,28.0,72.3,37.8,53.8,0.0
1992-07-31,0.0,28.0,73.8,39.4,56.3,0.0
1992-08-01,0.0,28.0,73.8,41.4,56.7,0.0
1992-08-02,0.0,28.0,77.0,40.8,56.5,0.0
1992-08-03,0.0,28.0,71.2,41.9,54.5,0.0
1992-08-04,0.0,28.0,74.1,40.5,54.1,0.0
1992-08-05,0.0,28.0,70.7,40.1,50.5,0.0
1992-08-06,0.0,28.0,64.6,39.6,46.4,0.0
1992-08-07,0.0,28.0,72.9,38.3,51.6,0.0
1992-08-08,0.0,28.0,72.5,41.9,54.9,0.0
1992-08-09,0.0,28.0,81.3,41.2,56.8,0.0
1992-08-10,0.0,28.0,74.1,42.4,51.6,0.1
1992-08-11,0.0,28.1,73.2,39.7,51.3,0.0
1992-08-12,0.0,28.1,69.6,38.8,50.0,0.1
1992-08-13,0.0,28.2,68.5,40.1,51.4,0.0
1992-08-14,0.0,28.2,72.7,40.8,53.8,0.0
1992-08-15,0.0,28.2,74.3,40.8,56.8,0.0
1992-08-16,0.0,28.2,69.4,42.3,52.5,0.1
1992-08-17,0.0,28.3,66.7,40.6,48.7,0.3
1992-08-18,0.0,28.6,67.5,37.4,50.5,0.0
1992-08-19,0.0,28.6,72.7,39.0,54.7,0.0
1992-08-20,0.0,28.6,72.5,40.8,53.6,0.0
1992-08-21,0.0,28.6,73.4,41.5,54.7,0.0
1992-08-22,0.0,28.6,66.0,43.3,50.9,0.0
1992-08-23,0.0,28.6,59.5,38.1,43.5,0.5
1992-08-24,0.0,29.1,40.8,32.0,36.1,0.8
1992-08-25,0.0,29.9,58.8,31.5,39.7,0.1
1992-08-26,0.0,30.0,53.8,27.1,39.4,0.0
1992-08-27,0.0,30.0,60.1,27.1,41.4,0.0
1992-08-28,0.0,30.0,66.0,31.1,46.9,0.0
1992-08-29,0.0,30.0,65.7,31.5,47.5,0.0
1992-08-30,0.0,30.0,42.3,36.0,37.9,0.0
1992-08-31,0.0,30.0,55.2,35.1,42.6,0.1
1992-09-01,0.0,30.1,46.9,32.9,38.5,0.3
1992-09-02,0.0,30.4,59.4,31.8,44.1,0.0
1992-09-03,0.0,30.4,63.9,33.1,47.8,0.0
1992-09-04,0.0,30.4,65.1,32.9,45.1,0.0
1992-09-05,0.0,30.4,59.7,31.1,42.8,0.0
1992-09-06,0.0,30.4,59.9,30.0,44.1,0.0
1992-09-07,0.0,30.4,59.9,36.1,48.4,0.0
1992-09-08,0.0,30.4,62.4,33.3,48.9,0.0
1992-09-09,0.0,30.4,66.6,36.9,50.7,0.0
1992-09-10,0.0,30.4,69.4,34.3,50.2,0.0
1992-09-11,0.0,30.4,70.0,36.0,51.3,0.0
1992-09-12,0.0,30.4,64.4,38.1,49.8,0.0
1992-09-13,0.0,30.4,62.6,37.9,50.9,0.0
1992-09-14,0.0,30.4,62.4,35.8,47.5,0.0
1992-09-15,0.0,30.4,62.4,35.8,45.5,0.2
1992-09-16,0.0,30.6,59.4,32.5,43.3,0.2
1992-09-17,0.0,30.8,47.3,32.2,35.2,0.2
1992-09-18,0.0,31.0,60.1,35.2,45.3,0.0
1992-09-19,0.0,31.0,60.1,33.4,41.4,0.2
1992-09-20,0.0,31.2,46.9,31.3,36.9,0.4
1992-09-21,0.0,31.6,,,,0.0
1992-09-22,0.0,31.6,67.1,31.5,46.8,0.0
